id;name;latitude;longitude;typeLandCode;countryCode;population;dem;isLoad
1791;Nieuwe-Niedorp;52.74;4.89861;12;1;2810;2;0
1792;Nieuwe-Wetering;52.14;5.16528;12;1;200;2;0
1793;Nieuwebrug;52.99066;5.88412;12;1;205;2;0
1794;Nieuwediep;53.0425;6.85833;12;1;250;3;0
1795;Nieuwegein;52.02843;5.09539;2;1;63036;1;0
1796;Nieuwehorne;52.95113;6.06342;12;1;1450;2;0
1797;Nieuwenberg;51.56;4.48333;12;1;255;4;0
1798;Nieuwendijk;51.775;4.92083;12;1;3659;-1;0
1799;Nieuwenhoorn;51.85417;4.14306;12;1;1130;1;0
1800;Nieuwerkerk;51.65083;4.00139;12;1;2275;0;0
1801;Nieuwersluis;52.19667;5.00694;12;1;235;1;0
1802;Nieuweschoot;52.93284;5.92993;12;1;175;0;0
1803;Nieuwesluis;52.83833;4.89167;12;1;105;0;0
1804;Nieuwkoop;52.17198;4.78006;2;1;29151;-6;0
1805;Nieuwkuijk;51.69;5.18194;12;1;2140;4;0
1806;Nieuwland;51.90167;5.01389;12;1;1400;1;0
1807;Nieuwolda;53.24417;6.975;12;1;1110;0;0
1808;Nieuwoord;52.46667;6.55;17;1;1265;7;0
1809;Nieuwpoort;51.93583;4.86806;12;1;1390;6;0
1810;Nieuwveen;52.19667;4.75694;12;1;1265;0;0
1811;Nieuwvliet;51.3725;3.47222;12;1;275;2;0
1812;Niezijl;53.26667;6.34028;12;1;410;2;0
1813;Niftrik;51.79583;5.67083;12;1;295;9;0
1814;Nij Altoenae;53.29405;5.65332;12;1;295;0;0
1815;Nijbroek;52.29167;6.06111;12;1;140;4;0
1816;Nijeberkoop;52.95846;6.18856;12;1;45;2;0
1817;Nijega;53.14029;6.02705;12;1;465;1;0
1818;Nijehaske;52.96066;5.89283;12;1;50;0;0
1819;Nijeholtpade;52.91227;6.0781;12;1;375;2;0
1820;Nijeholtwolde;52.89565;5.98618;12;1;150;-2;0
1821;Nijelamer;52.88591;5.95545;12;1;105;-2;0
1822;Nijemirdum;52.85638;5.56844;12;1;545;2;0
1823;Nijenheim;52.08689;5.21852;19;1;2680;4;0
1824;Nijensleek;52.83333;6.15833;12;1;425;1;0
1825;Nijetrijne;52.84306;5.91034;12;1;50;-1;0
1826;Nijeveense Bovenboer;52.75083;6.175;12;1;140;1;0
1827;Nijewier;53.36336;6.04729;12;1;315;0;0
1828;Nijhuizum;52.98056;5.48453;12;1;55;-1;0
1829;Nijkerk;52.217;5.483;2;1;42307;2;0
1830;Nijkerkerveen;52.195;5.46667;12;1;2905;4;0
1831;Nijland;53.05019;5.5759;12;1;775;1;0
1832;Nijlande;52.97417;6.62778;12;1;55;13;0
1833;Nijmegen;51.84168;5.83813;2;1;175948;14;0
1834;Nijnsel;51.55083;5.48333;12;1;1405;14;0
1835;Nijrees;52.335;6.66389;19;1;2235;12;0
1836;Nijswiller;50.80917;5.95694;12;1;735;121;0
1837;Nispen;51.48331;4.46131;12;1;1245;14;0
1838;Nissewaard;51.83716;4.2754;2;1;85440;-3;0
1839;Nistelrode;51.70417;5.5625;12;1;6090;13;0
1840;Noardburgum;53.22135;6.00523;12;1;2385;2;0
1841;Noardeast-Fryslân;53.33212;6.02098;2;1;45181;-1;0
1842;Noenes;51.61333;5.24583;12;1;295;6;0
1843;Noldijk;51.8524;4.56619;12;1;385;1;0
1844;Noorbeek;50.76917;5.8125;12;1;750;148;0
1845;Noord-Beveland;51.57226;3.78353;2;1;7581;0;0
1846;Noord-Hofland;52.14059;4.45864;19;1;5445;2;0
1847;Noord-Scharwoude;52.69833;4.81111;12;1;5665;3;0
1848;Noord-Sleen;52.79;6.80556;12;1;470;18;0
1849;Noordbarge;52.77237;6.88713;19;1;1075;23;0
1850;Noordbeemster;52.5799;4.93132;12;1;335;-2;0
1851;Noordbroek;53.195;6.87361;12;1;1665;2;0
1852;Noorddijk;53.24417;6.62778;12;1;110;0;0
1853;Noorddorp;52.52333;4.65;12;1;335;2;0
1854;Noordeinde;52.01667;4.48333;12;1;1610;-4;0
1855;Noordeloos;51.90333;4.94167;12;1;1560;1;0
1856;Noordenveld;53.11494;6.44622;2;1;31214;1;0
1857;Noorderhoogebrug;53.24583;6.56806;12;1;285;-1;0
1858;Noordgeest;51.50917;4.27917;12;1;3700;10;0
1859;Noordgouwe;51.69417;3.9375;12;1;315;1;0
1860;Noordhoek;51.6425;4.53194;12;1;1030;1;0
1861;Noordhorn;53.26167;6.39583;12;1;1375;6;0
1862;Noordijk;52.14667;6.57361;12;1;250;17;0
1863;Noordlaren;53.12083;6.66667;12;1;390;6;0
1864;Noordoostpolder;52.71703;5.77248;2;1;47583;-3;0
1865;Noordschans;51.6775;4.52361;12;1;180;-2;0
1866;Noordse Dorp;52.16917;4.83889;12;1;60;-1;0
1867;Noordwelle;51.71917;3.79444;12;1;195;0;0
1868;Noordwijk;52.26953;4.46354;2;1;44062;20;0
1869;Noordwijk-Binnen;52.234;4.44474;12;1;24363;3;0
1870;Noordwijkerhout;52.27059;4.50912;3;1;16605;0;0
1871;Noordwolde;52.88964;6.14153;12;1;3605;2;0
1872;Noordzijde;52.08167;4.77361;12;1;285;0;0
1873;Norg;53.06667;6.45833;12;1;3290;8;0
1874;Nuenen;51.47;5.55278;12;1;23223;19;0
1875;Nuenen, Gerwen en Nederwetten;51.46667;5.53333;2;1;23702;16;0
1876;Nuis;53.15083;6.30556;12;1;685;3;0
1877;Numansdorp;51.73167;4.4375;12;1;4280;-1;0
1878;Nunspeet;52.33524;5.78771;2;1;28021;30;0
1879;Nuth;50.90702;5.86155;3;1;15201;119;0
1880;Obbicht;51.02833;5.78056;12;1;1895;35;0
1881;Obdam;52.67583;4.90694;12;1;5690;1;0
1882;Obergum;53.33333;6.51667;12;1;1675;2;0
1883;Ochten;51.91;5.56944;12;1;4185;8;0
1884;Odijk;52.0525;5.23611;12;1;5480;3;0
1885;Odiliapeel;51.64333;5.70556;12;1;1390;23;0
1886;Odoorn;52.84917;6.85139;12;1;1835;25;0
1887;Odoornerveen;52.845;6.78194;12;1;310;16;0
1888;Oegstgeest;52.18256;4.46676;2;1;25064;9;0
1889;Oene;52.34417;6.04861;12;1;630;6;0
1890;Oensel;50.91012;5.81057;12;1;105;121;0
1891;Oentsjerk;53.25;5.9;12;1;1790;0;0
1892;Oerle;51.42255;5.37163;12;1;1990;22;0
1893;Offenbeek;51.28225;6.095;12;1;4660;25;0
1894;Offingawier;53.03084;5.69502;12;1;205;0;0
1895;Ofwegen;52.165;4.60417;12;1;55;-1;0
1896;Oijen;51.82417;5.50278;12;1;745;7;0
1897;Oirlo;51.51167;6.0375;12;1;1230;25;0
1898;Oirsbeek;50.95083;5.90833;12;1;3600;83;0
1899;Oirschot;51.49062;5.28959;2;1;18842;15;0
1900;Oisterwijk;51.55289;5.20188;2;1;32373;12;0
1901;Okkenbroek;52.29833;6.31944;12;1;290;9;0
1902;Olburgen;52.04417;6.12361;12;1;210;10;0
1903;Oldambt;53.16859;7.04224;2;1;38277;-1;0
1904;Oldeberkoop;52.93788;6.13089;12;1;1190;5;0
1905;Oldebroek;52.44502;5.90086;2;1;23760;3;0
1906;Oldeholtpade;52.89285;6.04754;12;1;980;2;0
1907;Oldeholtwolde;52.90621;6.01038;12;1;30;1;0
1908;Oldehove;53.30333;6.39583;12;1;1330;2;0
1909;Oldekerk;53.21917;6.34028;12;1;855;1;0
1910;Oldelamer;52.87224;5.93124;12;1;190;0;0
1911;Oldemarkt;52.82083;5.975;12;1;2435;2;0
1912;Oldenhave;52.75167;6.34167;12;1;60;4;0
1913;Oldenzaal;52.3075;6.9075;2;1;31701;35;0
1914;Oldenzijl;53.39333;6.71389;12;1;45;1;0
1915;Oldeouwer;52.92115;5.80079;12;1;80;-1;0
1916;Oldetrijne;52.86208;5.94807;12;1;170;-1;0
1917;Oling;53.31417;6.83333;12;1;25;-3;0
1918;Olland;51.58083;5.40694;12;1;580;10;0
1919;Olst;52.3375;6.10972;12;1;4780;7;0
1920;Olst-Wijhe;52.35734;6.13481;2;1;18361;2;0
1921;Olterterp;53.0665;6.10399;12;1;80;5;0
1922;Ommel;51.42417;5.74861;12;1;570;25;0
1923;Ommelanderwijk;53.08917;6.90556;12;1;1055;3;0
1924;Ommen;52.51659;6.45631;2;1;18295;5;0
1925;Ommoord;51.95951;4.54533;19;1;25150;-2;0
1926;Onderbanken;50.97031;5.95781;3;1;7857;74;0
1927;Onderdendam;53.33417;6.59028;12;1;510;1;0
1928;Onderdijk;52.74333;5.1375;12;1;1630;-2;0
1929;Onna;52.775;6.14722;12;1;100;4;0
1930;Onnen;53.15667;6.64167;12;1;470;5;0
1931;Onstwedde;53.035;7.04028;12;1;1935;2;0
1932;Oog in Al;52.08636;5.0847;19;1;4235;6;0
1933;Ooievaarsnest;51.41667;5.43333;19;1;900;18;0
1934;Ooij;51.85465;5.93915;12;1;2090;12;0
1935;Ool;51.18833;5.95139;12;1;280;21;0
1936;Oost;50.79568;5.7101;12;1;705;52;0
1937;Oost Gelre;52.00425;6.54958;2;1;29574;20;0
1938;Oost-Graftdijk;52.54583;4.81528;12;1;265;-4;0
1939;Oost-Vlieland;53.29703;5.07431;12;1;1025;4;0
1940;Oostbeemster;52.55861;4.94762;12;1;110;-4;0
1941;Oostburg;51.32583;3.4875;12;1;4410;3;0
1942;Oostdijk;51.44417;4.07778;12;1;530;1;0
1943;Oostdorp;52.14994;4.39319;19;1;1900;0;0
1944;Oosteind;51.64418;4.89784;12;1;1005;4;0
1945;Oosteinde;52.27917;4.79583;12;1;7780;-4;0
1946;Oostelbeers;51.47171;5.26897;12;1;1115;19;0
1947;Oostendorp;52.44722;5.85443;12;1;2985;2;0
1948;Oosterbeek;51.98583;5.84583;12;1;11138;44;0
1949;Oosterbierum;53.23419;5.51136;12;1;455;3;0
1950;Oosterblokker;52.66917;5.11806;12;1;1555;0;0
1951;Oosterdijk;52.745;5.26528;12;1;100;-1;0
1952;Oosterend;53.085;4.875;12;1;910;3;0
1953;Oosterhesselen;52.75417;6.72222;12;1;1690;16;0
1954;Oosterholt;52.55917;5.95556;12;1;1175;1;0
1955;Oosterhoogebrug;53.22892;6.60141;19;1;2210;0;0
1956;Oosterhout;51.63435;4.86399;2;1;56206;6;0
1957;Oosterhuizen;52.15701;6.00609;12;1;850;18;0
1958;Oosterland;51.65;4.03611;12;1;2060;-1;0
1959;Oosterleek;52.63917;5.19722;12;1;285;1;0
1960;Oosterlittens;53.13682;5.64895;12;1;380;1;0
1961;Oostermeenthe;52.79319;6.13138;19;1;3075;2;0
1962;Oosternieland;53.40167;6.75556;12;1;95;-1;0
1963;Oosterpark;53.2237;6.5853;19;1;10550;2;0
1964;Oosterstreek;52.89751;6.16144;12;1;555;4;0
1965;Oosterwijtwerd;53.33833;6.81389;12;1;175;0;0
1966;Oosterwolde;52.99164;6.29096;12;1;9245;8;0
1967;Oosterzee;52.87379;5.77572;12;1;900;1;0
1968;Oosterzij;52.585;4.70556;19;1;2095;1;0
1969;Oostflakkee;51.68495;4.27848;3;1;10365;-1;0
1970;Oosthem;53.01549;5.60156;12;1;275;1;0
1971;Oosthuizen;52.5725;4.99583;12;1;1260;0;0
1972;Oostkapelle;51.56667;3.55139;12;1;1505;3;0
1973;Oostknollendam;52.5175;4.79167;12;1;585;1;0
1974;Oostmahorn;53.37913;6.1599;12;1;85;0;0
1975;Oostrum;51.52917;6.01667;12;1;2375;23;0
1976;Ooststellingwerf;52.98264;6.27515;2;1;25464;6;0
1977;Oostvoorne;51.9125;4.09861;12;1;4635;0;0
1978;Oostwold;53.2025;7.04583;12;1;950;-1;0
1979;Oostwoud;52.72583;5.08611;12;1;875;-2;0
1980;Oostzaan;52.4378;4.87604;2;1;9689;0;0
1981;Ootmarsum;52.40833;6.90139;12;1;4450;36;0
1982;Ooy;51.91917;6.05833;12;1;1070;12;0
1983;Ooyerhoek;52.12838;6.22307;12;1;2305;8;0
1984;Op Buuren;52.12769;5.05847;19;1;1490;2;0
1985;Opeinde;53.1341;6.05656;12;1;1630;1;0
1986;Opende-Oost;53.17497;6.21792;12;1;265;3;0
1987;Ophemert;51.845;5.3875;12;1;1425;5;0
1988;Opheusden;51.93167;5.63194;12;1;5460;9;0
1989;Ophoven;50.99036;5.85868;19;1;4105;51;0
1990;Opijnen;51.82917;5.29861;12;1;1135;4;0
1991;Oploo;51.60833;5.87361;12;1;975;20;0
1992;Opmeer;52.71468;4.95334;2;1;12009;-4;0
1993;Oppenhuizen;53.01194;5.69495;12;1;1060;0;0
1994;Opperdoes;52.75915;5.07534;12;1;1840;1;0
1995;Opperduit;51.89917;4.7125;12;1;625;3;0
1996;Opsterland;53.04849;6.12128;2;1;29812;0;0
1997;Oranje;52.9075;6.44722;12;1;395;15;0
1998;Oranjedorp;52.74083;6.94583;12;1;425;20;0
1999;Oranjeplaat;51.51181;3.71003;12;1;50;0;0
2000;Oranjewijk;52.04922;4.65374;19;1;2650;-5;0
2001;Oranjewoud;52.94579;5.95038;12;1;1580;0;0
2002;Orden;52.20113;5.93417;19;1;6385;25;0
2003;Orthen;51.70613;5.30468;19;1;1515;7;0
2004;Orvelte;52.84417;6.65972;12;1;75;18;0
2005;Ospel;51.2975;5.78472;12;1;2505;33;0
2006;Ospeldijk;51.32083;5.81528;12;1;440;31;0
2007;Oss;51.78103;5.58111;2;1;92526;5;0
2008;Ossendrecht;51.39417;4.32639;12;1;3970;11;0
2009;Ossenzijl;52.80917;5.91806;12;1;480;1;0
2010;Oterleek;52.63667;4.83472;12;1;620;1;0
2011;Othene;51.33083;3.85972;19;1;3325;2;0
2012;Otterlo;52.1;5.77222;12;1;2230;29;0
2013;Ottersum;51.70333;5.98333;12;1;1585;14;0
2014;Ottoland;51.8925;4.87083;12;1;500;-2;0
2015;Oud Annerveen;53.0875;6.76389;12;1;120;1;0
2016;Oud Gastel;51.58667;4.45972;12;1;5305;6;0
2017;Oud Ootmarsum;52.4175;6.90833;12;1;340;30;0
2018;Oud Verlaat;51.97833;4.55278;12;1;380;-2;0
2019;Oud-Beijerland;51.80866;4.41259;3;1;24301;-1;0
2020;Oud-Caberg;50.86539;5.66444;19;1;1890;61;0
2021;Oud-Diemen;52.34646;4.96943;19;1;35;0;0
2022;Oud-Loosdrecht;52.20667;5.08056;12;1;2035;0;0
2023;Oud-Reeuwijk;52.05833;4.71528;12;1;90;-2;0
2024;Oud-Roosteren;51.08;5.83056;12;1;80;28;0
2025;Oud-Sabbinge;51.53333;3.8;12;1;295;0;0
2026;Oud-Valkenburg;50.85417;5.85417;12;1;125;81;0
2027;Oud-Vossemeer;51.57083;4.19861;12;1;2400;0;0
2028;Oud-Zuilen;52.1275;5.06806;12;1;560;1;0
2029;Ouddorp;51.81167;3.93472;12;1;5930;2;0
2030;Oude Bildtzijl;53.30048;5.71849;12;1;680;1;0
2031;Oude IJsselstreek;51.89963;6.38078;2;1;39346;12;0
2032;Oude Meer;52.28833;4.78611;12;1;175;-3;0
2033;Oude Molen;52.26083;6.28611;12;1;115;12;0
2034;Oude Pekela;53.10417;7.00972;12;1;7580;0;0
2035;Oude Wetering;52.21417;4.64444;12;1;3055;-1;0
2036;Oude-Niedorp;52.71833;4.87639;12;1;405;1;0
2037;Oudega;53.12504;5.99888;12;1;1715;3;0
2038;Oudehaske;52.95709;5.87095;12;1;1980;0;0
2039;Oudehorne;52.96281;6.08351;12;1;815;1;0
2040;Oudemirdum;52.85019;5.53544;12;1;1335;6;0
2041;Oudemolen;51.65;4.46667;12;1;215;0;0
2042;Oudendijk;52.60083;4.96806;12;1;435;0;0
2043;Ouder-Amstel;52.30659;4.91432;2;1;14125;-2;0
2044;Ouderkerk;51.96508;4.6708;3;1;8210;-3;0
2045;Ouderkerk aan de Amstel;52.29504;4.90746;12;1;7955;0;0
2046;Ouderkerk aan den IJssel;51.93417;4.63611;12;1;4025;0;0
2047;Oudeschans;53.13833;7.14028;12;1;100;1;0
2048;Oudeschild;53.03917;4.84722;12;1;1220;2;0
2049;Oudeschip;53.43;6.82639;12;1;120;-1;0
2050;Oudeschoot;52.93343;5.95579;12;1;1590;2;0
2051;Oudesluis;52.83417;4.80833;12;1;760;-1;0
2052;Oudewater;52.0284;4.86243;2;1;10138;-2;0
2053;Oudijk;52.68333;5.11389;12;1;165;-2;0
2054;Oudkarspel;52.71583;4.80556;12;1;3170;-1;0
2055;Oudover;52.21618;5.03182;12;1;240;0;0
2056;Oukoop;52.035;4.77222;12;1;50;-2;0
2057;Ouwerkerk;51.62583;3.98333;12;1;450;2;0
2058;Ouwster-Nijega;52.93007;5.80473;12;1;85;1;0
2059;Ouwsterhaule;52.93819;5.81357;12;1;365;2;0
2060;Oventje;51.67833;5.675;12;1;455;22;0
2061;Overasselt;51.76;5.78889;12;1;1715;11;0
2062;Overberg;52.04;5.49444;12;1;1379;8;0
2063;Overbetuwe;51.91843;5.78686;2;1;47481;6;0
2064;Overbrug;51.49583;5.64167;12;1;100;18;0
2065;Overhoven;51.00869;5.86628;19;1;3450;44;0
2066;Overlangbroek;51.99167;5.38056;12;1;135;3;0
2067;Overlangel;51.775;5.67083;12;1;465;8;0
2068;Overloon;51.57167;5.94722;12;1;3626;23;0
2069;Overschie;51.93863;4.42766;19;1;6710;1;0
2070;Overschild;53.28167;6.78472;12;1;245;-1;0
2071;Overslingeland;51.88167;4.925;12;1;155;-1;0
2072;Overveen;52.39167;4.61389;12;1;3685;4;0
2073;Paarlo;51.14333;6.03472;12;1;20;28;0
2074;Paesens;53.4015;6.08578;12;1;225;1;0
2075;Palemig;50.90353;5.98343;19;1;690;105;0
2076;Palenstein;52.05579;4.50869;19;1;6000;-2;0
2077;Pallert;52.995;7.20278;12;1;70;5;0
2078;Panheel;51.17583;5.87361;12;1;215;26;0
2079;Pannerden;51.89083;6.03889;12;1;2085;13;0
2080;Panningen;51.32667;5.97917;12;1;6710;35;0
2081;Papendrecht;51.83175;4.69125;2;1;32171;0;0
2082;Papenhoven;51.04333;5.77639;12;1;730;33;0
2083;Papenveer;52.185;4.725;12;1;1135;-2;0
2084;Park Leeuwenbergh;52.05959;4.35846;19;1;385;2;0
2085;Parrega;53.01871;5.47909;12;1;335;2;0
2086;Pasop;53.205;6.38889;12;1;100;-1;0
2087;Passart;50.92389;5.94674;19;1;2010;90;0
2088;Paterswolde;53.145;6.56528;12;1;3655;4;0
2089;Pathmos;52.21397;6.87555;19;1;2065;36;0
2090;Peel en Maas;51.32353;5.97261;2;1;43660;35;0
2091;Peelo;53.01719;6.56208;19;1;6635;11;0
2092;Peest;53.05917;6.49722;12;1;80;10;0
2093;Peij;51.09417;5.89583;19;1;2935;31;0
2094;Peins;53.20513;5.59466;12;1;180;-1;0
2095;Peize;53.14667;6.49722;12;1;4295;3;0
2096;Peizermade;53.18667;6.51111;12;1;115;-1;0
2097;Peizerweg;53.20982;6.54129;12;1;25;0;0
2098;Pekela;53.05969;6.9651;2;1;12176;0;0
2099;Pendrecht;51.87152;4.46901;19;1;11885;0;0
2100;Peperga;52.84985;6.05656;12;1;60;3;0
2101;Pernis;51.88833;4.38889;12;1;4785;1;0
2102;Persingen;51.84083;5.91806;12;1;105;11;0
2103;Petten;52.76667;4.66111;12;1;1640;1;0
2104;Peursum;51.85;4.916;12;1;250;1;0
2105;Piaam;53.03786;5.40836;12;1;50;0;0
2106;Pierik;52.50141;6.1117;19;1;2180;3;0
2107;Piershil;51.79333;4.31389;12;1;1410;1;0
2108;Pieterburen;53.40083;6.45278;12;1;295;1;0
2109;Pietersbierum;53.2157;5.47694;12;1;55;4;0
2110;Pieterzijl;53.28167;6.26944;12;1;155;-1;0
2111;Pijnacker;52.01954;4.42946;12;1;18695;0;0
2112;Pijnacker-Nootdorp;52.02615;4.41944;2;1;55674;-6;0
2113;Pijnenburg;52.17167;5.24583;12;1;35;8;0
2114;Pingjum;53.11533;5.44046;12;1;445;3;0
2115;Plaspoelpolder;52.03876;4.33153;19;1;600;2;0
2116;Platteweg;52.025;4.73889;12;1;180;-2;0
2117;Poederoijen;51.78667;5.08056;12;1;630;3;0
2118;Poeldijk;52.02417;4.21944;12;1;5800;1;0
2119;Polanen;52.07666;4.90655;19;1;50;-2;0
2120;Poortugaal;51.85833;4.39444;12;1;55;2;0
2121;Poortvliet;51.54417;4.14306;12;1;1220;-1;0
2122;Poppenwier;53.08333;5.75;12;1;170;-1;0
2123;Portengense Brug;52.16083;4.95833;12;1;95;-1;0
2124;Posterenk;52.21417;6.11667;12;1;275;7;0
2125;Posterholt;51.12333;6.03472;12;1;3540;33;0
2126;Pottenberg;50.85135;5.65668;19;1;2415;74;0
2127;Princenhage;51.57632;4.73906;19;1;8535;7;0
2128;Prinsenbeek;51.59833;4.7125;12;1;10720;5;0
2129;Prinsenkamp;52.19917;5.61111;12;1;305;14;0
2130;Provincie Drenthe;52.83333;6.58333;1;1;502051;11;0
2131;Provincie Flevoland;52.53333;5.66667;1;1;444701;-6;0
2132;Provincie Friesland;53.16667;5.83333;1;1;659551;-1;0
2133;Provincie Gelderland;52.0;5.83333;1;1;2133708;55;0
2134;Provincie Groningen;53.25;6.75;1;1;596075;-4;0
2135;Provincie Limburg;51.25;6.0;1;1;1128367;17;0
2136;Provincie Noord-Brabant;51.66667;5.0;1;1;2626210;1;0
2137;Provincie Noord-Holland;52.58333;4.91667;1;1;2952622;-4;0
2138;Provincie Overijssel;52.41667;6.5;1;1;1184333;6;0
2139;Provincie Utrecht;52.0;5.25;1;1;1387643;2;0
2140;Provincie Zeeland;51.41667;3.75;1;1;391124;-1;0
2141;Provincie Zuid-Holland;52.0;4.66667;1;1;3804906;-7;0
2142;Puiflijk;51.87833;5.59028;12;1;1105;8;0
2143;Purmerend;52.50515;4.95243;2;1;81683;4;0
2144;Purmerland;52.48167;4.92639;12;1;365;-1;0
2145;Puth;50.95417;5.87361;12;1;1990;101;0
2146;Putkop;52.09842;4.94524;12;1;235;1;0
2147;Putte;51.36;4.39583;12;1;3440;12;0
2148;Putten;52.24438;5.57827;2;1;24365;8;0
2149;Quirijnstok;51.5843;5.0981;19;1;3970;13;0
2150;Raalte;52.40299;6.28773;2;1;37911;4;0
2151;Raam;51.65967;5.63637;12;1;2965;21;0
2152;Raamsdonk;51.6875;4.90833;12;1;1920;1;0
2153;Raamsdonksveer;51.69667;4.87361;12;1;6590;2;0
2154;Raar;50.88583;5.77778;12;1;130;123;0
2155;Raard;53.32585;5.94446;12;1;225;1;0
2156;Radewijk;52.57167;6.70972;12;1;625;11;0
2157;Radio Kootwijk;52.17417;5.82639;12;1;120;51;0
2158;Raerd;53.09763;5.75993;12;1;630;2;0
2159;Rande;52.29;6.12639;12;1;115;6;0
2160;Randenbroek;52.14863;5.4012;19;1;7131;6;0
2161;Randenburg;52.06333;4.67083;12;1;145;-2;0
2162;Randwijk;51.95333;5.70833;12;1;935;9;0
2163;Ransdaal;50.865;5.89167;12;1;910;108;0
2164;Ransdorp;52.39325;4.99406;12;1;290;1;0
2165;Raren;50.76667;5.99028;12;1;175;200;0
2166;Rasquert;53.36833;6.51667;12;1;165;5;0
2167;Ravenstein;51.79667;5.65;12;1;1465;12;0
2168;Ravenswaaij;51.95167;5.32778;12;1;200;5;0
2169;Ravenswoud;52.96583;6.38123;12;1;260;10;0
2170;Readtsjerk;53.25566;5.93245;12;1;190;0;0
2171;Reduzum;53.11775;5.78765;12;1;1000;2;0
2172;Reek;51.74583;5.68194;12;1;1495;12;0
2173;Reeuwijk;52.04667;4.725;12;1;12817;-1;0
2174;Reijerscop;52.07667;4.97639;12;1;145;0;0
2175;Reijmerstok;50.79917;5.8375;12;1;520;175;0
2176;Reimerswaal;51.4204;4.13169;2;1;22896;1;0
2177;Reitdiep;53.24252;6.51957;19;1;2625;-3;0
2178;Reitsum;53.32124;5.88919;12;1;135;1;0
2179;Rekken;52.09417;6.725;12;1;485;28;0
2180;Remmerden;51.97333;5.53333;12;1;85;11;0
2181;Renesse;51.7325;3.775;12;1;1095;4;0
2182;Renkum;51.99036;5.78723;2;1;31417;25;0
2183;Renswoude;52.07294;5.53352;2;1;5556;9;0
2184;Ressen;51.89083;5.86806;12;1;230;10;0
2185;Retersbeek;50.8925;5.91528;12;1;105;85;0
2186;Retranchement;51.3475;3.38472;12;1;175;4;0
2187;Reusel;51.3625;5.16528;12;1;7055;33;0
2188;Reusel-De Mierden;51.38047;5.1579;2;1;13127;32;0
2189;Reutje;51.12917;6.00833;12;1;175;32;0
2190;Reuver;51.28417;6.07778;12;1;6140;27;0
2191;Reuzenhoek;51.32667;3.91389;17;1;150;1;0
2192;Rha;52.05417;6.14861;12;1;85;8;0
2193;Rheden;52.03386;6.04547;2;1;43525;82;0
2194;Rhee;53.0325;6.56667;12;1;40;13;0
2195;Rheeze;52.54833;6.58194;12;1;285;8;0
2196;Rheezerveen;52.56583;6.525;12;1;635;7;0
2197;Rhenen;51.96151;5.57058;2;1;20203;48;0
2198;Rhenoy;51.88333;5.15278;12;1;515;3;0
2199;Rhoon;51.8575;4.42222;12;1;18250;1;0
2200;Ridderbuurt;52.155;4.67639;12;1;115;-3;0
2201;Ridderkerk;51.86969;4.59785;2;1;46671;0;0
2202;Ried;53.22258;5.58929;12;1;405;1;0
2203;Riel;51.42333;5.52222;12;1;115;22;0
2204;Rien;53.09485;5.65813;12;1;110;-1;0
2205;Riethoven;51.35417;5.3875;12;1;2515;30;0
2206;Rietmolen;52.14083;6.6625;12;1;525;20;0
2207;Rietveld;52.08833;4.84583;12;1;290;-2;0
2208;Rijckholt;50.79917;5.73194;12;1;665;62;0
2209;Rijen;51.59083;4.91944;12;1;16230;11;0
2210;Rijkel;51.25667;6.02222;12;1;75;25;0
2211;Rijnsaterwoude;52.19583;4.67083;12;1;1130;-2;0
2212;Rijnsburg;52.19;4.44167;12;1;7990;2;0
2213;Rijnwaarden;51.876;6.09139;3;1;10915;9;0
2214;Rijnwoude;52.10235;4.58788;3;1;18547;-6;0
2215;Rijpwetering;52.1925;4.58333;12;1;1605;0;0
2216;Rijs;52.86356;5.49694;12;1;165;12;0
2217;Rijsbergen;51.5175;4.69722;12;1;4140;9;0
2218;Rijsoord;51.85083;4.59583;12;1;3045;1;0
2219;Rijssen-Holten;52.29;6.42515;2;1;38204;36;0
2220;Rijswijk;52.0349;4.32785;2;1;55220;-1;0
2221;Rijt;51.29583;5.30972;12;1;170;36;0
2222;Rimburg;50.91583;6.08472;12;1;630;91;0
2223;Rinnegom;52.60917;4.65;12;1;180;5;0
2224;Rinsumageast;53.29695;5.94931;12;1;965;1;0
2225;Ritthem;51.4525;3.62639;12;1;370;1;0
2226;Rivierenkwartier;52.18914;5.97665;19;1;2940;15;0
2227;Rockanje;51.87167;4.07083;12;1;1275;-1;0
2228;Roden;53.1375;6.42083;12;1;7030;5;0
2229;Roderesch;53.115;6.42361;12;1;245;7;0
2230;Roderwolde;53.16833;6.46944;12;1;300;-1;0
2231;Roelofarendsveen;52.20333;4.63333;12;1;2710;0;0
2232;Roerdalen;51.13492;6.03542;2;1;20580;36;0
2233;Roermond;51.19999;6.009;2;1;58763;24;0
2234;Rogat;52.68833;6.26528;12;1;125;3;0
2235;Rohel;52.91717;5.83173;12;1;270;-1;0
2236;Rolde;52.98417;6.64861;12;1;3740;15;0
2237;Ronduite;52.68833;6.04444;12;1;15;0;0
2238;Roodehaan;53.19083;6.63889;12;1;25;0;0
2239;Roodeschool;53.42083;6.76667;12;1;875;1;0
2240;Roosendaal;51.53083;4.46528;12;1;77725;4;0
2241;Roosteren;51.08333;5.81806;12;1;1125;29;0
2242;Rossum;51.80083;5.33333;12;1;2190;4;0
2243;Rothem;50.87667;5.73889;12;1;1590;62;0
2244;Rothenbach;51.14083;6.11806;12;1;75;38;0
