id;name;latitude;longitude;typeLandCode;countryCode;population;dem;isLoad
1333;Klein-Zundert;51.48083;4.65417;12;1;1320;10;0
1334;Kleine Huisjes;53.39583;6.40833;12;1;80;-1;0
1335;Kleine Meers;50.96417;5.74722;12;1;280;39;0
1336;Kleverskerke;51.51917;3.66389;12;1;60;0;0
1337;Klijndijk;52.83167;6.85972;12;1;685;20;0
1338;Klimmen;50.87583;5.88056;12;1;1780;136;0
1339;Klinkenberg;51.96833;5.48889;12;1;335;5;0
1340;Kloetinge;51.49833;3.91528;12;1;1595;2;0
1341;Klooster;52.65602;6.71747;12;1;145;13;0
1342;Klooster-Lidlum;53.22965;5.52411;12;1;35;-2;0
1343;Kloosterburen;53.38667;6.39167;12;1;575;2;0
1344;Kloostereind;51.45333;5.70417;12;1;105;20;0
1345;Kloosterlanden;52.2405;6.20017;19;1;60;7;0
1346;Kluis;51.8;5.85;19;1;145;19;0
1347;Klundert;51.665;4.53472;12;1;5405;1;0
1348;Knegsel;51.39917;5.34583;12;1;1435;26;0
1349;Koedijk;52.6825;4.74167;12;1;255;1;0
1350;Koedood;51.84417;4.49028;12;1;40;0;0
1351;Koekange;52.69917;6.31667;12;1;1085;2;0
1352;Koekangerveld;52.71583;6.33472;12;1;140;6;0
1353;Koewacht;51.22833;3.97361;12;1;2656;2;0
1354;Koggenland;52.64163;4.94909;2;1;22940;-2;0
1355;Kokkelert;51.08333;5.80556;12;1;50;29;0
1356;Kolderveen;52.7225;6.15139;12;1;225;3;0
1357;Kolderveense Bovenboer;52.74417;6.15278;12;1;125;1;0
1358;Kolderwolde;52.89699;5.50947;12;1;55;-1;0
1359;Kolham;53.1825;6.74444;12;1;850;0;0
1360;Kolhorn;52.79417;4.88889;12;1;825;-1;0
1361;Kollum;53.27695;6.15293;12;1;5529;2;0
1362;Kollumerland en Nieuwkruisland;53.29066;6.16915;3;1;12827;-3;0
1363;Kollumerpomp;53.30199;6.20262;12;1;340;0;0
1364;Kollumersweach;53.26224;6.07544;12;1;2805;3;0
1365;Kommerdijk;51.87;5.95694;12;1;155;10;0
1366;Kommerzijl;53.28667;6.325;12;1;510;-1;0
1367;Koningsbosch;51.05167;5.95833;12;1;1540;63;0
1368;Koningsbuurt;53.17266;5.44501;19;1;350;1;0
1369;Koningshoeven;51.55;5.1125;12;1;105;16;0
1370;Koningslust;51.3575;5.99306;12;1;1270;30;0
1371;Koolwijk;51.95833;4.76667;12;1;100;-2;0
1372;Kootstertille;53.21261;6.09209;12;1;2180;1;0
1373;Kootwijk;52.185;5.77083;12;1;115;32;0
1374;Kootwijkerbroek;52.15083;5.66944;12;1;1690;16;0
1375;Kop van Zuid;51.90553;4.48706;12;1;2235;0;0
1376;Kopstukken;52.9575;7.05972;12;1;140;7;0
1377;Korendijk;51.77146;4.33241;3;1;11097;-2;0
1378;Kornhorn;53.18167;6.24306;12;1;505;1;0
1379;Kornwerderzand;53.07449;5.33498;12;1;5;0;0
1380;Korrewegwijk;53.23235;6.56804;19;1;16710;0;0
1381;Kortehemmen;53.07691;6.07213;12;1;190;4;0
1382;Kortenhoef;52.23917;5.10694;12;1;6250;1;0
1383;Kortenoord;51.9675;4.62917;12;1;25;2;0
1384;Korteraar;52.17333;4.73194;12;1;630;-3;0
1385;Korvel;51.54954;5.07079;19;1;12520;15;0
1386;Kostvlies;52.9875;6.79861;12;1;130;11;0
1387;Kotten;51.9425;6.76806;12;1;125;42;0
1388;Koudekerke;51.48167;3.55417;12;1;2880;2;0
1389;Koudenhoven;51.45476;5.51402;19;1;485;16;0
1390;Koudhoorn;52.23333;5.6625;12;1;375;28;0
1391;Koudum;52.91551;5.44834;12;1;2600;4;0
1392;Koufurderrige;52.95647;5.65423;12;1;65;0;0
1393;Krabbendam;52.73167;4.70278;12;1;140;1;0
1394;Kraggenburg;52.6625;5.9;12;1;1445;0;0
1395;Krakeel;52.72339;6.51146;19;1;5105;12;0
1396;Kranenburg;52.10083;6.35972;12;1;215;15;0
1397;Kreek;51.62583;4.50972;12;1;175;1;0
1398;Kreileroord;52.84167;5.08194;12;1;585;-4;0
1399;Krewerd;53.35417;6.84861;12;1;90;0;0
1400;Krimpen aan den IJssel;51.91458;4.58819;2;1;29410;0;0
1401;Krimpenerwaard;51.98171;4.77828;2;1;55644;-3;0
1402;Krogten;51.61207;4.76751;19;1;200;2;0
1403;Krommeniedijk;52.5175;4.75972;12;1;495;0;0
1404;Kromwijk;52.07417;4.88194;12;1;90;0;0
1405;Kronenberg;51.41583;6.0;12;1;670;31;0
1406;Krooswijk;51.64665;4.59203;12;1;4130;2;0
1407;Kropswolde;53.1425;6.72361;12;1;180;0;0
1408;Kruiningergors;51.92083;4.11944;12;1;165;1;0
1409;Kruisberg;50.94234;5.96519;19;1;1150;93;0
1410;Kruishaar;52.20417;5.54583;12;1;310;11;0
1411;Kruisland;51.56917;4.40972;12;1;1785;1;0
1412;Kruisstraat;51.73167;5.39444;12;1;550;6;0
1413;Kruisweg;53.38833;6.375;12;1;330;0;0
1414;Kudelstaart;52.23417;4.75139;12;1;9250;-3;0
1415;Kuinre;52.7875;5.84028;12;1;795;2;0
1416;Kuitaart;51.34167;4.03472;12;1;100;1;0
1417;Kunrade;50.87769;5.93107;12;1;3405;93;0
1418;Kwadijk;52.52833;4.98056;12;1;760;0;0
1419;Kwartier;51.90583;6.14028;12;1;275;13;0
1420;Kwintsheul;52.01333;4.25556;12;1;3560;0;0
1421;Kûbaard;53.11912;5.57071;12;1;170;1;0
1422;Laag Zuthem;52.46;6.17083;12;1;281;2;0
1423;Laag-Blokland;51.88574;4.85467;12;1;450;-1;0
1424;Laag-Keppel;51.99667;6.22222;12;1;450;14;0
1425;Laag-Soeren;52.08417;6.075;12;1;685;21;0
1426;Laaghalen;52.92167;6.53056;12;1;100;16;0
1427;Laagraven;52.05;5.11667;19;1;170;2;0
1428;Laak;51.12;5.82083;12;1;190;24;0
1429;Laar;51.27583;5.70556;12;1;680;33;0
1430;Laarbeek;51.52643;5.61283;2;1;22805;13;0
1431;Lage Mierde;51.40583;5.14722;12;1;1405;27;0
1432;Lakerlopen;51.43791;5.50106;19;1;3355;18;0
1433;Lakerveld;51.9425;5.01944;12;1;360;0;0
1434;Lambertschaag;52.74583;5.01806;12;1;180;0;0
1435;Lammerenburg;51.46667;3.55833;12;1;1200;1;0
1436;Land van Cuijk;51.72016;5.84693;2;1;90000;10;0
1437;Landerd;51.71151;5.6658;3;1;15332;18;0
1438;Landgraaf;50.91333;6.05722;2;1;37262;136;0
1439;Landhorst;51.6175;5.79167;12;1;415;23;0
1440;Landsmeer;52.431;4.9157;2;1;11565;2;0
1441;Langedijk;52.69151;4.78659;3;1;27836;-1;0
1442;Langedijke;52.96446;6.28907;12;1;295;8;0
1443;Langeheit;52.492;4.75849;12;1;1180;0;0
1444;Langelille;52.84213;5.84267;12;1;125;0;0
1445;Langelo;53.09333;6.44583;12;1;195;7;0
1446;Langenboom;51.70417;5.73056;12;1;1400;18;0
1447;Langenholte;52.54833;6.10972;12;1;115;2;0
1448;Langenoord;52.18768;5.38034;12;1;1695;2;0
1449;Langeraar;52.19333;4.71111;12;1;735;-2;0
1450;Langeweg;51.64833;4.66528;12;1;630;2;0
1451;Langezwaag;52.98257;6.0024;12;1;615;2;0
1452;Langweer;52.95836;5.72173;12;1;1095;3;0
1453;Lansingerland;52.00389;4.51088;2;1;63363;-6;0
1454;Laren;52.25667;5.22778;12;1;11508;8;0
1455;Lathum;51.98667;6.01944;12;1;530;10;0
1456;Laude;52.92833;7.12917;12;1;30;9;0
1457;Lauradorp;50.91229;6.04591;19;1;3170;146;0
1458;Lauwersoog;53.40468;6.21418;12;1;130;0;0
1459;Lauwerzijl;53.31083;6.29583;12;1;145;-1;0
1460;Ledeacker;51.63667;5.87083;12;1;385;16;0
1461;Leegkerk;53.22917;6.48889;12;1;75;-2;0
1462;Leek;53.15561;6.3771;3;1;19698;1;0
1463;Leende;51.35083;5.55417;12;1;3490;26;0
1464;Leenderstrijp;51.33333;5.54028;12;1;415;26;0
1465;Leens;53.36;6.37917;12;1;1675;1;0
1466;Leerdam;51.90151;5.08765;3;1;21030;1;0
1467;Leermens;53.345;6.79861;12;1;190;2;0
1468;Leersum;52.01167;5.42778;12;1;6385;9;0
1469;Leest;51.60983;5.54312;12;1;2840;11;0
1470;Leesten;52.1279;6.23217;19;1;10000;11;0
1471;Leeuwarden;53.20139;5.80859;13;1;91424;0;0
1472;Leeuwarderadeel;53.26067;5.75877;3;1;10275;1;0
1473;Leeuwen;51.21032;5.99862;12;1;1075;25;0
1474;Leeuwte;52.76667;6.39861;12;1;90;9;0
1475;Legemeer;52.94067;5.72868;12;1;40;0;0
1476;Leggeloo;52.85667;6.36111;12;1;125;9;0
1477;Leiden;52.15274;4.4836;2;1;124306;3;0
1478;Leiderdorp;52.15707;4.54318;2;1;27197;3;0
1479;Leidschendam-Voorburg;52.07833;4.40139;2;1;76433;-1;0
1480;Leimuiden;52.22417;4.66944;12;1;1035;-4;0
1481;Leimuiderbrug;52.23083;4.66806;12;1;45;0;0
1482;Lekkum;53.22433;5.82001;12;1;400;0;0
1483;Lellens;53.30083;6.70972;12;1;50;0;0
1484;Lelystad;52.47542;5.43811;2;1;79811;-3;0
1485;Lemiers;50.78583;5.99306;12;1;720;157;0
1486;Lemmer;52.84618;5.70912;12;1;10050;3;0
1487;Lemsterland;52.85316;5.7623;3;1;13623;-2;0
1488;Lennisheuvel;51.5725;5.31528;12;1;855;11;0
1489;Lent;51.86167;5.86667;12;1;9160;11;0
1490;Lepelstraat;51.54833;4.27639;12;1;1425;6;0
1491;Lerop;51.1675;5.98889;12;1;85;24;0
1492;Leudal;51.24371;5.89815;2;1;36045;29;0
1493;Leuken;51.25288;5.7346;12;1;3805;32;0
1494;Leunen;51.51;5.97917;12;1;2270;25;0
1495;Leur;51.81833;5.69306;12;1;30;9;0
1496;Leusden;52.12418;5.41245;2;1;30544;2;0
1497;Leuth;51.83917;5.99167;12;1;1595;12;0
1498;Leutingewolde;53.15833;6.43194;12;1;130;-1;0
1499;Leveroy;51.24917;5.84722;12;1;770;32;0
1500;Lhee;52.82583;6.39444;12;1;220;11;0
1501;Lheebroek;52.84667;6.42639;12;1;110;12;0
1502;Lichtaard;53.32636;5.9127;12;1;90;-1;0
1503;Lichtenberg;50.9022;6.02523;19;1;1635;164;0
1504;Lichtenvoorde;51.98667;6.56667;12;1;19590;22;0
1505;Liempde;51.56917;5.37222;12;1;4170;11;0
1506;Lienden;51.94833;5.51806;12;1;3470;8;0
1507;Lierderholthuis;52.43667;6.19167;12;1;176;3;0
1508;Lieren;52.1625;5.98889;12;1;570;19;0
1509;Lierop;51.41917;5.67917;12;1;1460;25;0
1510;Lies;53.39285;5.32459;12;1;125;2;0
1511;Lieshout;51.52036;5.59479;12;1;3530;15;0
1512;Liessel;51.41333;5.82083;12;1;2395;29;0
1513;Liesveld;51.9325;4.83194;12;1;9767;2;0
1514;Lievendaal;51.44219;5.43405;19;1;3175;19;0
1515;Lieveren;53.11583;6.45278;12;1;125;4;0
1516;Lijnden;52.3525;4.75694;12;1;705;-4;0
1517;Limbricht;51.01167;5.8375;12;1;2575;46;0
1518;Limmel;50.86718;5.70719;19;1;2370;47;0
1519;Limmen;52.56917;4.69444;12;1;7300;3;0
1520;Linde;52.63917;6.44861;12;1;110;6;0
1521;Linden;51.74917;5.83056;12;1;225;13;0
1522;Lindenheuvel;50.98509;5.81667;12;1;8040;62;0
1523;Lindenholt;51.8327;5.7934;19;1;16121;8;0
1524;Lingewaal;51.85097;5.07685;3;1;11134;-1;0
1525;Lingewaard;51.89558;5.94577;2;1;46625;8;0
1526;Lingsfort;51.47333;6.2;12;1;160;22;0
1527;Linne;51.155;5.93889;12;1;3645;29;0
1528;Linschoten;52.0625;4.91528;12;1;3435;0;0
1529;Lioessens;53.38056;6.08763;12;1;280;0;0
1530;Lippenhuizen;53.01835;6.09346;12;1;935;2;0
1531;Lisse;52.25601;4.54526;2;1;22982;-1;0
1532;Lisserbroek;52.25667;4.57222;12;1;3360;0;0
1533;Lith;51.80583;5.43889;12;1;2895;6;0
1534;Lithoijen;51.8025;5.46389;12;1;745;7;0
1535;Littenseradiel;53.10861;5.58839;3;1;10925;4;0
1536;Lobith;51.8625;6.11806;12;1;3045;15;0
1537;Lochem;52.18478;6.337;2;1;33948;11;0
1538;Loenen;52.1175;6.01944;12;1;2135;26;0
1539;Loerbeek;51.92167;6.19583;12;1;325;17;0
1540;Loil;51.95333;6.14167;12;1;840;12;0
1541;Lollum;53.1259;5.53201;12;1;260;1;0
1542;Lombardijen;51.8738;4.52192;19;1;13785;0;0
1543;Longerhouw;53.06928;5.4784;12;1;50;3;0
1544;Loo;52.2525;6.33889;12;1;680;11;0
1545;Loon;53.01333;6.6125;12;1;265;11;0
1546;Loon op Zand;51.63782;5.0486;2;1;23504;15;0
1547;Loosbroek;51.67833;5.50694;12;1;1295;8;0
1548;Lopik;51.98991;4.94851;2;1;14456;-2;0
1549;Lopikerkapel;51.99167;5.04583;12;1;530;2;0
1550;Loppersum;53.33849;6.72149;3;1;9732;0;0
1551;Losdorp;53.37583;6.83611;12;1;150;-1;0
1552;Losser;52.29819;7.00106;2;1;22888;35;0
1553;Lottum;51.46167;6.16111;12;1;1170;21;0
1554;Loven;51.5648;5.09748;19;1;3865;13;0
1555;Loënga;53.04983;5.6789;12;1;85;1;0
1556;Lucaswolde;53.18417;6.3;12;1;200;1;0
1557;Luinjeberd;52.99048;5.9212;12;1;425;-2;0
1558;Lunetten;52.06178;5.13474;19;1;11679;4;0
1559;Lunteren;52.085;5.62222;12;1;12510;17;0
1560;Lutjebroek;52.6975;5.20417;12;1;2120;2;0
1561;Lutjegast;53.23417;6.25833;12;1;735;2;0
1562;Lutjewinkel;52.76667;4.88472;12;1;490;1;0
1563;Luttelgeest;52.74333;5.85278;12;1;2285;-2;0
1564;Luxwoude;52.99637;5.98253;12;1;285;1;0
1565;Luyksgestel;51.28917;5.32361;12;1;2465;37;0
1566;Maaldrift;52.15167;4.42778;12;1;130;1;0
1567;Maarheeze;51.31167;5.61667;12;1;4715;30;0
1568;Maarland;50.79218;5.71976;12;1;205;53;0
1569;Maarn;52.06417;5.37083;12;1;4618;11;0
1570;Maarsbergen;52.05833;5.40556;12;1;815;10;0
1571;Maarssen;52.13917;5.04167;12;1;39675;4;0
1572;Maarsseveen;52.14092;5.07337;12;1;580;-1;0
1573;Maartensdijk;52.155;5.175;12;1;4925;4;0
1574;Maasband;50.97583;5.73889;12;1;125;37;0
1575;Maasbracht;51.13929;5.88627;12;1;5680;27;0
1576;Maasbree;51.3575;6.04861;12;1;5045;31;0
1577;Maasdam;51.78917;4.55556;12;1;585;0;0
1578;Maasdijk;51.95917;4.21389;12;1;5000;2;0
1579;Maasdonk;51.72269;5.45401;3;1;11240;4;0
1580;Maasdriel;51.77337;5.29711;2;1;25452;2;0
1581;Maasgouw;51.15426;5.87712;2;1;23947;19;0
1582;Maashorst;51.69193;5.63469;2;1;58383;20;0
1583;Maaskantje;51.65833;5.37083;12;1;1610;6;0
1584;Maasland;51.93417;4.27222;12;1;4545;-1;0
1585;Maassluis;51.92332;4.24722;2;1;33567;2;0
1586;Maastricht;50.85;5.7;2;1;122723;52;0
1587;Macharen;51.80583;5.54444;12;1;625;7;0
1588;Made;51.67667;4.79306;12;1;11795;3;0
1589;Magele;52.46917;6.52083;12;1;1020;6;0
1590;Makkinga;52.9809;6.2174;12;1;630;6;0
1591;Makkum;53.05458;5.40231;12;1;3285;1;0
1592;Malberg;50.86244;5.65419;19;1;5345;65;0
1593;Malburgen West;51.96811;5.89743;19;1;4200;10;0
1594;Malta;51.65;3.93333;19;1;1545;2;0
1595;Mamelis;50.7975;5.97361;12;1;50;133;0
1596;Mantgum;53.12865;5.71924;12;1;1105;3;0
1597;Mantinge;52.80417;6.61528;12;1;185;16;0
1598;Maren;51.79417;5.38056;12;1;210;6;0
1599;Maren-Kessel;51.79583;5.39306;12;1;645;8;0
1600;Margraten;50.82083;5.82083;12;1;3320;171;0
1601;Mariaheide;51.63333;5.58056;12;1;1000;11;0
1602;Mariahout;51.54083;5.57222;12;1;1130;15;0
1603;Mariaparochie;52.38167;6.70694;12;1;255;11;0
1604;Mariarade;50.92906;5.92738;19;1;3770;103;0
1605;Markelo;52.235;6.49861;12;1;3785;17;0
1606;Markeloschebroek;52.23843;6.42477;12;1;430;12;0
1607;Marken;52.45833;5.10278;12;1;1846;0;0
1608;Markenbinnen;52.53;4.78194;12;1;305;0;0
1609;Marknesse;52.70833;5.87083;12;1;3775;-4;0
1610;Markvelde;52.17333;6.60833;12;1;320;15;0
1611;Marle;52.42417;6.48056;12;1;550;8;0
1612;Marrum;53.32277;5.80198;12;1;1230;3;0
1613;Marsdijk;53.01766;6.58527;19;1;12241;10;0
1614;Marsum;53.2105;5.72637;12;1;1185;2;0
1615;Martenshoek;53.16333;6.73056;12;1;610;0;0
1616;Marum;53.1474;6.2747;3;1;10488;4;0
1617;Matendonk;52.19766;6.01115;19;1;5225;11;0
1618;Matendreef;52.19993;5.98592;19;1;4325;15;0
1619;Matengaarde;52.19793;5.9957;19;1;2810;15;0
1620;Matenhoek;52.20719;5.98197;19;1;145;12;0
1621;Matenhoeve;52.19056;6.01338;19;1;4915;11;0
1622;Matenhorst;52.20482;5.99304;19;1;3055;13;0
1623;Matenveld;52.18767;5.99879;19;1;5895;13;0
1624;Maurik;51.96083;5.42222;12;1;3270;6;0
1625;Mechelen;50.79583;5.92639;12;1;1375;110;0
1626;Meddo;52.01333;6.70694;12;1;530;33;0
1627;Medemblik;52.72496;5.12204;2;1;45165;-5;0
1628;Meeden;53.14;6.92639;12;1;1440;-1;0
1629;Meedhuizen;53.285;6.91111;12;1;385;0;0
1630;Meerhoven;51.44267;5.41102;19;1;7175;19;0
1631;Meerland;53.17833;7.04444;12;1;175;-4;0
1632;Meerlo;51.51333;6.08472;12;1;1605;20;0
1633;Meers;50.96167;5.74167;12;1;870;38;0
1634;Meerssen;50.89518;5.75711;2;1;18923;107;0
1635;Meerveldhoven;51.41705;5.41618;19;1;2360;22;0
1636;Meerwijck;53.14667;6.7125;12;1;1000;0;0
1637;Meeuwen;51.72917;5.01111;12;1;711;2;0
1638;Meezenbroek;50.8968;5.99051;19;1;2910;111;0
1639;Megchelen;51.83833;6.39306;12;1;615;19;0
1640;Megen;51.82167;5.5625;12;1;1520;7;0
1641;Meierijstad;51.59968;5.50278;2;1;79633;9;0
1642;Meije;52.12167;4.79306;12;1;370;-1;0
1643;Meijel;51.34417;5.88472;12;1;5180;37;0
1644;Mekkelholt;52.23645;6.89058;19;1;2585;39;0
1645;Melderslo;51.46167;6.08611;12;1;1175;26;0
1646;Melick;51.15917;6.01667;12;1;3650;28;0
1647;Meliskerke;51.51417;3.50972;12;1;1225;2;0
1648;Melle;51.66244;5.63367;12;1;4225;18;0
1649;Menaam;53.21797;5.66124;12;1;2682;0;0
1650;Menameradiel;53.20954;5.67374;3;1;13670;-3;0
1651;Mennonietenbuurt;52.23333;4.83333;12;1;480;5;0
1652;Mensingeweer;53.35167;6.46528;12;1;135;1;0
1653;Menterwolde;53.16735;6.86757;3;1;12255;-2;0
1654;Meppel;52.70885;6.19727;2;1;33410;1;0
1655;Meppen;52.7825;6.69583;12;1;305;19;0
1656;Merenwijk;52.17655;4.50885;19;1;16500;1;0
1657;Merkelbeek;50.95389;5.94069;12;1;1720;101;0
1658;Merselo;51.53;5.92778;12;1;1120;26;0
1659;Merum;51.17333;5.95972;12;1;2145;27;0
1660;Mesch;50.76417;5.73333;12;1;345;69;0
1661;Meteren;51.865;5.28333;12;1;3855;5;0
1662;Meterik;51.455;6.025;12;1;705;27;0
1663;Mheer;50.78;5.79167;12;1;935;161;0
1664;Middel;52.34404;6.18067;12;1;315;4;0
1665;Middelbeers;51.46667;5.25;12;1;2715;20;0
1666;Middelbert;53.22167;6.63611;12;1;105;1;0
1667;Middelburg;51.49719;3.65459;2;1;48303;0;0
1668;Middelharnis;51.75;4.15;3;1;17950;1;0
1669;Middelie;52.53233;5.01835;12;1;685;0;0
1670;Middelkoop;51.92333;5.05278;12;1;370;-1;0
1671;Middelrode;51.66417;5.41944;12;1;1465;7;0
1672;Middelsluis;51.7425;4.44167;12;1;1060;0;0
1673;Middelstum;53.34667;6.64167;12;1;2105;4;0
1674;Midden-Delfland;51.96528;4.30525;2;1;19414;-3;0
1675;Midden-Drenthe;52.86716;6.5384;2;1;33381;13;0
1676;Midden-Groningen;53.15113;6.83313;2;1;60953;-3;0
1677;Middenbeemster;52.54917;4.9125;12;1;4070;-2;0
1678;Middenmeer;52.80667;4.99861;12;1;3155;-3;0
1679;Midlaren;53.11;6.67778;12;1;185;5;0
1680;Midlum;53.18184;5.44845;12;1;535;3;0
1681;Midsland;53.38215;5.28528;12;1;915;5;0
1682;Midwolda;53.195;7.01389;12;1;1885;1;0
1683;Midwoud;52.71667;5.075;12;1;2280;-1;0
1684;Mierlo;51.44;5.61944;12;1;9405;22;0
1685;Mijdrecht;52.20667;4.8625;12;1;15230;-3;0
1686;Mijnden;52.19583;5.01111;12;1;105;2;0
1687;Mijnsheerenland;51.79667;4.4875;12;1;1775;0;0
1688;Mildam;52.93555;6.00154;12;1;685;2;0
1689;Milheeze;51.50167;5.77917;12;1;1400;28;0
1690;Mill;51.68833;5.77917;12;1;6289;16;0
1691;Mill en Sint Hubert;51.68712;5.77077;3;1;10831;16;0
1692;Millingen aan de Rijn;51.86425;6.03084;3;1;5875;11;0
1693;Milsbeek;51.725;5.94861;12;1;2055;15;0
1694;Minnertsga;53.25104;5.59513;12;1;1625;0;0
1695;Mirns;52.86146;5.46029;12;1;115;1;0
1696;Miste;51.94417;6.65972;12;1;140;29;0
1697;Mitselwier;53.35987;6.06703;12;1;885;1;0
1698;Moarre;53.37319;6.089;12;1;160;0;0
1699;Moddergat;53.40232;6.08265;12;1;215;0;0
1700;Moerbeek;52.76417;4.85694;12;1;105;1;0
1701;Moerdijk;51.63933;4.56379;2;1;37185;-1;0
1702;Moerstraten;51.54;4.34167;12;1;390;3;0
1703;Moesel;51.23828;5.71778;19;1;3675;33;0
1704;Molenhoek;51.71113;5.36809;12;1;3745;6;0
1705;Molenrij;53.3875;6.40556;12;1;130;0;0
1706;Molenschot;51.5725;4.88194;12;1;700;10;0
1707;Molenwaard;51.86653;4.78952;3;1;29295;-3;0
1708;Molkwerum;52.90049;5.39984;12;1;255;1;0
1709;Monnickendam;52.45833;5.0375;12;1;2015;2;0
1710;Monster;52.02583;4.175;12;1;11580;3;0
1711;Montferland;51.91925;6.21333;2;1;36031;27;0
1712;Montfoort;52.04767;4.94844;2;1;13996;1;0
1713;Montfort;51.12583;5.94861;12;1;2815;30;0
1714;Mook;51.7525;5.88194;12;1;2715;13;0
1715;Mook en Middelaar;51.74777;5.902;2;1;7909;46;0
1716;Mookhoek;51.7525;4.59444;12;1;445;-2;0
1717;Moorveld;50.91981;5.76353;12;1;495;108;0
1718;Morige;53.09833;7.06944;12;1;405;-2;0
1719;Muiden;52.32758;5.07912;3;1;6285;-1;0
1720;Muiderberg;52.32583;5.12083;12;1;1605;4;0
1721;Muisbroek;51.86667;4.9;12;1;125;-2;0
1722;Munnekeburen;52.849;5.88516;12;1;370;-1;0
1723;Munnekemoer;52.84417;7.08194;12;1;180;11;0
1724;Munnekezijl;53.30385;6.272;12;1;405;-1;0
1725;Munstergeleen;50.975;5.86389;12;1;4580;59;0
1726;Muschberg en Geestenberg;51.44384;5.52329;19;1;3836;18;0
1727;Mussel;52.955;7.03889;12;1;985;8;0
1728;Mûnein;53.25269;5.92026;12;1;570;2;0
1729;Naaldwijk;51.99417;4.20972;12;1;17753;4;0
1730;Naarden;52.30217;5.16256;3;1;17205;0;0
1731;Naardermeer;52.30412;5.11242;12;1;60;-2;0
1732;Naastenbest;51.50484;5.38579;19;1;3955;16;0
1733;Napels;53.15;7.00972;12;1;95;-3;0
1734;Nattenhoven;51.01375;5.77623;12;1;155;33;0
1735;Neder-Betuwe;51.91442;5.57147;2;1;24648;8;0
1736;Neder-Hardinxveld;51.82879;4.85489;19;1;5335;0;0
1737;Nederasselt;51.77167;5.74444;12;1;645;11;0
1738;Nederhemert;51.76518;5.16817;12;1;1496;3;0
1739;Nederhemert-Noord;51.76322;5.17305;19;1;1490;4;0
1740;Nederhemert-Zuid;51.74914;5.14691;19;1;45;5;0
1741;Nederland;52.755;5.96528;12;1;10;0;0
1742;Nederlek;51.89646;4.66771;3;1;14075;-3;0
1743;Nederweert;51.28813;5.77157;2;1;17001;31;0
1744;Nederwetten;51.49167;5.52361;12;1;700;15;0
1745;Nederwoud;52.10083;5.57083;12;1;1610;10;0
1746;Neede;52.13417;6.61389;12;1;7730;20;0
1747;Neerbeek;50.95;5.81528;12;1;2480;72;0
1748;Neerijnen;51.83109;5.28632;3;1;12397;5;0
1749;Neerkant;51.36833;5.86667;12;1;1325;32;0
1750;Neerlangel;51.80833;5.64583;12;1;70;8;0
1751;Neerloon;51.78833;5.67639;12;1;205;6;0
1752;Nes;53.44502;5.774;12;1;1140;5;0
1753;Nessersluis;52.24917;4.86528;12;1;105;-2;0
1754;Netersel;51.40333;5.20833;12;1;765;28;0
1755;Netterden;51.85583;6.31389;12;1;395;17;0
1756;Niebert;53.16083;6.32778;12;1;520;2;0
1757;Niedorp;52.73333;4.88333;3;1;12137;3;0
1758;Niehove;53.29083;6.36667;12;1;150;4;0
1759;Niekerk;53.225;6.35278;12;1;1390;3;0
1760;Niesoord;53.1875;7.025;12;1;140;-3;0
1761;Nietap;53.15917;6.4;12;1;870;1;0
1762;Nieuw Moscou;52.6725;6.5375;12;1;547;12;0
1763;Nieuw- en Sint Joosland;51.48333;3.65694;12;1;1140;2;0
1764;Nieuw-Amsterdam;52.71167;6.85556;12;1;4730;16;0
1765;Nieuw-Annerveen;53.06667;6.77639;12;1;105;1;0
1766;Nieuw-Balinge;52.76667;6.60694;12;1;765;15;0
1767;Nieuw-Beerta;53.19;7.1625;12;1;120;-3;0
1768;Nieuw-Beijerland;51.8125;4.34306;12;1;3510;0;0
1769;Nieuw-Bergen;51.60333;6.05417;12;1;5270;17;0
1770;Nieuw-Buinen;52.9625;6.95;12;1;4705;6;0
1771;Nieuw-Dijk;51.93333;6.15556;12;1;840;14;0
1772;Nieuw-Dordrecht;52.74833;6.96806;12;1;1370;25;0
1773;Nieuw-Haamstede;51.71167;3.70139;12;1;390;6;0
1774;Nieuw-Helvoet;51.83843;4.12897;12;1;415;0;0
1775;Nieuw-Lekkerland;51.88915;4.68653;12;1;9535;0;0
1776;Nieuw-Loosdrecht;52.19917;5.13889;12;1;5970;3;0
1777;Nieuw-Lotbroek;50.91283;5.92798;19;1;4691;83;0
1778;Nieuw-Milligen;52.22083;5.77778;12;1;120;32;0
1779;Nieuw-Namen;51.2925;4.16111;12;1;1057;8;0
1780;Nieuw-Roden;53.13167;6.39722;12;1;1300;5;0
1781;Nieuw-Scheemda;53.20917;6.94444;12;1;235;-1;0
1782;Nieuw-Schoonebeek;52.64833;6.98611;12;1;780;17;0
1783;Nieuw-Vossemeer;51.59;4.21806;12;1;1975;-1;0
1784;Nieuwaal;51.81;5.17778;12;1;515;2;0
1785;Nieuwdorp;50.96216;5.77297;19;1;2445;62;0
1786;Nieuwe Krim;52.66833;6.65139;12;1;170;9;0
1787;Nieuwe Meer;52.32583;4.81667;12;1;175;-3;0
1788;Nieuwe Molen;51.51833;4.27639;12;1;435;12;0
1789;Nieuwe Pekela;53.07917;6.96528;12;1;3895;1;0
1790;Nieuwe Wetering;52.2075;4.61806;12;1;615;-2;0
